name,name_mn,calories,carbohydrate,sugars,fiber,protein,fat
"School Lunch, whole grain breaded, chicken nuggets",,270.0,22.86,0.49,2.2,15.67,12.9
"Turnip greens, with salt, drained, boiled, cooked",,20.0,4.36,0.53,3.5,1.14,0.23
"Yam, with salt, or baked, drained, boiled, cooked",,114.0,26.99,0.49,3.9,1.49,0.14
"Yardlong bean, with salt, drained, boiled, cooked",,47.0,9.17,0.0,0.0,2.53,0.1
"Noodles, with added salt, unenriched, cooked, egg",,138.0,25.16,0.4,1.2,4.54,2.07
"Bamboo shoots, with salt, drained, boiled, cooked",,11.0,1.52,0.0,1.0,1.53,0.22
"Bread, toasted, prepared from recipe, whole-wheat",,305.0,56.4,4.22,6.7,9.2,5.9
"Cereals ready-to-eat, COOKIE CRISP, GENERAL MILLS",,380.0,84.5,34.8,5.1,5.2,4.4
"Chicken breast, sliced, mesquite flavor, fat-free",,80.0,2.25,0.2,0.0,16.8,0.39
"Chicken, raw, meat only, back, broilers or fryers",,137.0,0.0,0.0,0.0,19.56,5.92
"Pork, pan-fried, cooked, pre-sliced, bacon, cured",,468.0,1.7,0.0,0.0,33.92,35.09
"PEPPERIDGE FARM, Farmhouse 100% Whole Wheat Bread",,269.0,46.1,7.21,7.7,0.01,4.81
"Beverages, ready-to-drink, Muscle Milk, CYTOSPORT",,49.0,2.06,0.78,0.2,5.87,2.01
"Fast foods, and beef, cheese, with beans, burrito",,180.0,23.37,2.1,3.7,7.03,6.8
"Fish, breaded and fried, cooked, channel, catfish",,229.0,8.04,0.0,0.7,18.09,13.33
"Cookies, pecan, commercially prepared, shortbread",,542.0,58.3,0.0,1.8,4.9,32.5
"Cookies, plain, commercially prepared, shortbread",,514.0,63.78,21.65,1.3,5.37,26.22
"Beverages, ready-to-drink, chocolate, almond milk",,50.0,9.38,8.75,0.4,0.63,1.25
"Pizza, cooked, frozen, thin crust, cheese topping",,263.0,28.8,3.71,3.0,11.91,11.07
"Potatoes, whole milk added, home-prepared, mashed",,83.0,17.57,1.48,1.5,1.91,0.57
"Rice, dry, enriched, parboiled, long-grain, white",,374.0,80.89,0.33,1.8,7.51,1.03
"Lamb, raw, kidneys, variety meats and by-products",,97.0,0.82,0.0,0.0,15.74,2.95
"Chicken, roasted, cooked, meat and skin, roasting",,223.0,0.0,0.0,0.0,23.97,13.39
"Mollusks, steamed, cooked, (bay and sea), scallop",,111.0,5.41,0.0,0.0,20.54,0.84
"Beverages, shelf stable, unsweetened, almond milk",,15.0,0.58,0.0,0.0,0.59,1.1
"CRACKER BARREL, fried, chicken tenderloin platter",,293.0,20.29,0.09,0.7,18.06,15.48
"KEEBLER, Honey Wheat, Snack Sticks, CLUB Crackers",,471.0,66.0,14.0,3.1,6.5,21.3
"Cereals ready-to-eat, QUAKER Puffed Wheat, QUAKER",,366.0,76.39,1.37,9.4,16.26,2.15
"Ground turkey, broiled, patties, 7% fat, 93% lean",,207.0,0.0,0.0,0.0,25.86,11.45
"Soup, condensed, canned, mushroom with beef stock",,68.0,7.41,2.28,0.1,2.51,3.21
"Cake, prepared from recipe, pineapple upside-down",,319.0,50.5,0.0,0.8,3.5,12.1
"KELLOGG'S, Chocolate Chip, Mini Muffin Tops, EGGO",,300.0,45.0,18.5,1.2,5.2,11.2
"Potatoes, home-prepared with margarine, scalloped",,88.0,10.78,0.0,1.9,2.87,3.68
"CAMPBELL'S CHUNKY Soups, Hearty Bean 'N' Ham Soup",,74.0,12.24,2.04,3.3,4.49,0.82
"Frozen novelties, no sugar added, fruit, ice type",,24.0,6.2,0.0,0.0,0.5,0.1
"Rennin, prepared with 2% milk, dry mix, chocolate",,85.0,13.47,0.0,0.5,3.24,2.06
"KEEBLER, Cheese & Peanut Butter Sandwich Crackers",,492.0,59.0,9.0,3.2,10.8,24.5
"Beverages, powder, sweetened, lemon, instant, tea",,401.0,98.55,95.29,0.7,0.12,0.73
"Pie, enriched flour, commercially prepared, apple",,237.0,34.0,15.65,1.6,1.9,11.0
"Jute, with salt, drained, boiled, cooked, potherb",,37.0,7.29,1.0,2.0,3.68,0.2
"Cress, with salt, drained, boiled, cooked, garden",,23.0,3.8,3.11,0.7,1.9,0.6
"Lotus root, without salt, drained, boiled, cooked",,66.0,16.02,0.5,3.1,1.58,0.07
"MURRAY, Coconut Bars Cookies, COOKIE JAR CLASSICS",,461.0,73.9,22.6,2.0,7.1,15.7
"Carrots, solids and liquids, regular pack, canned",,23.0,5.37,2.46,1.8,0.58,0.14
"Cream puff, iced, custard or cream filled, eclair",,334.0,37.43,22.05,0.9,4.41,18.52
"Babyfood, prepared with whole milk, mixed, cereal",,96.0,12.3,4.78,0.8,4.14,3.38
"Cream, light (coffee cream or table cream), fluid",,191.0,2.82,3.67,0.0,2.96,19.1
"Prairie Turnips, boiled (Northern Plains Indians)",,129.0,29.99,4.74,7.2,1.64,0.32
"Yogurt, with low calorie sweetener, lowfat, fruit",,105.0,18.6,2.9,0.0,4.86,1.41
"Meat drippings (lard, beef tallow, mutton tallow)",,889.0,0.0,0.0,0.0,0.0,98.59
"Pork, heated, boneless, separable fat, ham, cured",,507.0,2.0,0.28,0.0,8.77,51.57
"Gravy, ready-to-serve, canned or bottled, chicken",,48.0,5.29,0.3,0.1,0.71,2.62
"Ice creams, Butter Pecan, No Sugar Added, BREYERS",,180.0,21.3,5.9,0.9,3.99,10.3
"Salad dressing, milk cream, imitation, mayonnaise",,97.0,11.1,0.0,0.0,2.1,5.1
"Apples, with added sugar, stewed, sulfured, dried",,83.0,20.73,0.0,1.9,0.2,0.07
"Sweet potato, without salt, baked, cooked, frozen",,100.0,23.4,9.17,1.8,1.71,0.12
"Soup, ready-to-serve, canned, beef and vegetables",,48.0,6.16,1.25,1.2,3.18,1.16
"Chicken, raw, meat only, neck, broilers or fryers",,154.0,0.0,0.0,0.0,17.55,8.78
"Pork sausage, unprepared, reduced fat, link/patty",,217.0,0.2,0.0,0.0,16.75,16.55
"Cereals, Regular, Instant Oatmeal Organic, QUAKER",,367.0,67.0,1.0,9.8,16.0,6.3
"Rice, unenriched, raw, regular, long-grain, white",,365.0,79.95,0.12,1.3,7.13,0.66
"Fast foods, french fried in vegetable oil, potato",,312.0,41.44,0.3,3.8,3.43,14.73
KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,,276.0,9.2,6.7,0.3,12.0,21.0
"T.G.I. FRIDAY'S, from kids' menu, chicken fingers",,330.0,17.72,0.34,0.9,18.11,20.78
"Chicken, raw, meat only, wing, broilers or fryers",,126.0,0.0,0.0,0.0,21.97,3.54
"Pork, crumbles, cooked, 96% lean / 4% fat, ground",,187.0,0.0,0.0,0.0,30.55,7.15
"Snacks, made with olestra, fat-free, potato chips",,274.0,65.0,0.0,6.8,7.74,0.7
"Puddings, prepared with whole milk, dry mix, rice",,121.0,20.68,0.0,0.1,3.25,2.82
"KEEBLER, Peanut Butter Cups Cookies, CHIPS DELUXE",,519.0,60.8,30.2,2.3,6.0,28.9
"Beef, raw, kidneys, variety meats and by-products",,99.0,0.29,0.0,0.0,17.4,3.09
"Soybeans, steamed, cooked, sprouted, mature seeds",,81.0,6.53,0.52,0.8,8.47,4.45
"Puddings, prepared with 2% milk, dry mix, tapioca",,105.0,19.56,0.0,0.0,2.88,1.67
"Soybeans, with salt, boiled, cooked, mature seeds",,172.0,8.36,2.36,6.0,18.21,8.97
"Radishes, with salt, drained, boiled, cooked, oriental",,17.0,3.43,1.83,1.6,0.67,0.24
"Oil, (over 70%), linoleic, salad or cooking, safflower",,884.0,0.0,0.0,0.0,0.0,100.0
"Shortening bread, soybean (hydrogenated) and cottonseed",,884.0,0.0,0.0,0.0,0.0,100.0
"Ice creams, All Natural Light French Chocolate, BREYERS",,201.0,29.68,24.04,1.0,5.3,7.28
"Pork sausage, pan-fried, cooked, reduced fat, link/patty",,267.0,0.15,0.0,0.0,20.94,20.32
"Beef, fast fried, cooked, knuckle, imported, New Zealand",,178.0,0.0,0.0,0.0,27.51,7.58
"Oil, (partially hydrogenated), salad or cooking, soybean",,884.0,0.0,0.0,0.0,0.0,100.0
"Cereals, dry, peach almond, REAL MEDLEYS, oatmeal, QUAKER",,387.0,68.61,24.85,7.4,10.1,9.84
"Soup, prepared with equal volume water, canned, green, pea",,61.0,9.88,3.19,1.9,3.2,1.09
"Beef, baked, cooked, loaf, 85% lean meat / 15% fat, ground",,240.0,0.0,0.0,0.0,25.93,14.36
"Whipped cream substitute, made from powdered mix, dietetic",,100.0,10.6,10.6,0.0,0.9,6.0
"Cereals ready-to-eat, Golden Maple, QUAKER Oatmeal Squares",,380.0,78.04,16.82,8.3,11.3,4.83
"Beef, baked, cooked, loaf, 70% lean meat / 30% fat, ground",,241.0,0.0,0.0,0.0,23.87,15.37
"CAMPBELL'S CHUNKY Soups, Beef with Country Vegetables Soup",,53.0,7.35,1.63,1.2,3.27,1.22
"SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauce with pasta",,147.0,24.8,2.4,0.8,4.8,3.2
"Puddings, prepared with 2% milk, regular, dry mix, vanilla",,101.0,18.53,0.0,0.0,2.94,1.73
"Soup, prepared with equal volume water, canned, chili beef",,57.0,9.23,2.49,1.2,2.49,1.24
"New Zealand spinach, without salt, drained, boiled, cooked",,12.0,2.13,0.25,1.4,1.3,0.17
"Squash, with salt, mashed, boiled, cooked, hubbard, winter",,30.0,6.46,2.93,2.9,1.48,0.37
"CAMPBELL'S CHUNKY Soups, Old Fashioned Vegetable Beef Soup",,49.0,6.24,1.15,1.3,3.16,1.23
"Cereals, dry, apples and cinnamon, Instant Oatmeal, QUAKER",,366.0,76.74,28.87,8.3,8.62,4.61
"Cereals, cinnamon, weight control, Instant Oatmeal, QUAKER",,361.0,64.21,1.27,13.0,16.5,6.28
"HUNGRY MAN, unprepared, frozen, Salisbury Steak With Gravy",,136.0,6.96,0.18,1.3,7.96,8.53
"Mustard greens, with salt, drained, boiled, cooked, frozen",,19.0,3.11,0.32,2.8,2.27,0.25
"CAMPBELL'S, condensed, 98% Fat Free Cream of Mushroom Soup",,53.0,7.63,0.25,1.2,1.1,1.98
"Cake, with vanilla frosting, commercially prepared, yellow",,391.0,56.2,41.79,0.3,2.99,17.91
"Game meat, broiled, cooked, separable lean only, loin, elk",,167.0,0.0,0.0,0.0,31.0,3.84
"Cookies, with creme filling, vanilla sandwich, gluten-free",,493.0,74.61,46.68,0.5,2.66,20.47
"Peppers, without salt, drained, boiled, cooked, red, sweet",,28.0,6.7,4.39,1.2,0.92,0.2
"CAMPBELL'S Red and White, condensed, PHINEAS and FERB Soup",,56.0,8.73,0.79,0.8,2.38,1.59
"Corn, without salt, drained, boiled, cooked, yellow, sweet",,96.0,20.98,4.54,2.4,3.41,1.5
"Chrysanthemum, with salt, drained, boiled, cooked, garland",,20.0,4.31,2.01,2.3,1.64,0.09
"Chicken, raw, meat and skin, drumstick, broilers or fryers",,161.0,0.11,0.0,0.0,18.08,9.2
"Beef, raw, all grades, separable lean only, whole, brisket",,155.0,0.0,0.0,0.0,20.72,7.37
"Beans, without salt, drained, boiled, cooked, yellow, snap",,35.0,7.88,3.63,3.3,1.89,0.28
"Babyfood, toddler, beef and tomato sauce, macaroni, dinner",,81.0,11.53,0.37,1.1,4.34,1.9
"HORMEL ALWAYS TENDER, Peppercorn-Flavored, Pork Tenderloin",,110.0,1.82,0.14,0.0,17.21,3.8
"Beef, baked, cooked, loaf, 80% lean meat / 20% fat, ground",,254.0,0.0,0.0,0.0,25.25,16.17
"Pork, raw, separable lean and fat, whole, leg (ham), fresh",,245.0,0.0,0.0,0.0,17.43,18.87
"KEEBLER, Dark Chocolate Almond Shortbread Cookies, SANDIES",,540.0,59.9,26.5,2.6,6.1,31.0
"Soup, prepared with equal volume milk, canned, oyster stew",,55.0,3.99,0.0,0.0,2.51,3.24
"Crackers, sandwich-type with peanut butter filling, cheese",,496.0,56.74,6.98,3.4,12.41,25.12
"Chicken, fried, cooked, meat only, leg, broilers or fryers",,208.0,0.65,0.0,0.0,28.38,9.32
"Succotash, with cream style corn, canned, (corn and limas)",,77.0,17.61,0.0,3.0,2.64,0.54
"CAMPBELL'S, condensed, 98% Fat Free Cream of Broccoli Soup",,56.0,8.06,0.81,1.6,1.61,1.61
"Yardlong beans, without salt, boiled, cooked, mature seeds",,118.0,21.09,0.0,3.8,8.29,0.45
"Potatoes, without salt, flesh, cooked without skin, boiled",,86.0,20.01,0.89,1.8,1.71,0.1
"Restaurant, from kid's menu, chicken fingers, family style",,307.0,18.77,0.33,1.1,18.68,17.45
"Chicken, raw, meat and skin and giblets and neck, roasting",,213.0,0.09,0.0,0.0,17.09,15.46
"Chicken, drumstick meat and skin, BBQ, rotisserie, broiler",,206.0,0.12,0.12,0.0,25.65,11.46
"Crackers, reduced fat, peanut butter filled, sandwich-type",,437.0,63.49,11.11,2.8,8.33,16.67
"Potatoes, dry form, granules with milk, dehydrated, mashed",,357.0,77.7,3.37,6.6,10.9,1.1
"Peas and carrots, solids and liquids, regular pack, canned",,38.0,8.48,0.0,2.0,2.17,0.27
"Chicken, raw, and giblets and neck, meat and skin, stewing",,251.0,0.19,0.0,0.0,17.48,19.52
"Pork, raw, separable lean and fat, boneless, Leg Cap Steak",,123.0,0.0,0.0,0.0,21.64,3.39
"CAMPBELL'S Red and White, condensed, Chicken Alphabet Soup",,56.0,9.52,0.79,0.8,2.38,1.19
"Pancakes, incomplete (includes buttermilk), dry mix, plain",,355.0,73.6,2.21,5.4,10.0,1.7
"Cereals, dry, Ham 'n' Cheese flavor, Instant Grits, QUAKER",,355.0,71.08,2.69,4.2,10.73,4.68
"Nuts, with salt added, unflavored, wheat-based, formulated",,622.0,23.68,0.0,5.2,13.82,57.7
"Soup, prepared with equal volume water, canned, minestrone",,34.0,4.66,0.0,0.4,1.77,1.04
"SUBWAY, meatball marinara sub on white bread (no toppings)",,219.0,26.01,4.98,2.1,9.77,8.45
"Coffeecake, prepared, dry mix, cinnamon with crumb topping",,318.0,52.8,29.53,1.2,5.5,9.6
"Cowpeas, without salt, drained, boiled, cooked, leafy tips",,22.0,2.8,0.0,0.0,4.67,0.1
"Milk, without added vitamin A and vitamin D, 1% fat, fluid",,42.0,4.99,5.2,0.0,3.37,0.97
"Soup, prepared with equal volume water, canned, black bean",,46.0,7.71,1.24,3.4,2.42,0.66
"Hyacinth beans, without salt, boiled, cooked, mature seeds",,117.0,20.69,0.0,0.0,8.14,0.58
"Bread, frozen, commercially prepared, whole wheat, paratha",,326.0,45.35,4.15,9.6,6.36,13.2
"Sweet Potatoes, unprepared, frozen, crosscut, french fried",,209.0,25.52,6.46,3.4,1.7,11.1
"Potatoes, unprepared, frozen, french fried, yellow fleshed",,162.0,25.01,0.37,2.2,2.47,5.84
"Cereals ready-to-eat, MOTHER'S Cinnamon Oat Crunch, QUAKER",,382.0,79.79,25.37,8.1,10.6,4.56
"Cheese, fat-free, cheddar or American, pasteurized process",,148.0,13.4,9.95,0.0,22.5,0.8
"Cauliflower, without salt, drained, boiled, cooked, frozen",,19.0,3.75,1.05,2.7,1.61,0.22
"Beverages, milk based, mocha, iced, ready to drink, coffee",,60.0,11.42,9.23,0.0,1.48,0.98
"Macaroni and cheese, unprepared, box mix with cheese sauce",,334.0,46.66,6.43,1.8,12.73,10.67
"Pork, unheated, canned, extra lean and regular, ham, cured",,144.0,0.0,0.0,0.0,17.97,7.46
"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",,468.0,72.23,32.64,1.8,5.17,17.55
"Beverages, lemon, ready-to-drink, black, tea, LIPTON BRISK",,35.0,8.81,8.69,0.0,0.0,0.0
"Macaroni or noodles with cheese, unprepared, microwaveable",,388.0,70.75,8.2,1.6,11.48,6.56
"Chicken, raw, meat and skin, dark meat, broilers or fryers",,237.0,0.0,0.0,0.0,16.69,18.34
"UDI'S, Soft & Delicious White Sandwich Bread, Gluten Free",,298.0,51.15,11.3,5.5,5.4,8.02
"Beans, without salt, boiled, cooked, mature seeds, yellow",,144.0,25.28,0.34,10.4,9.16,1.08
"Fast foods, and sausage, cheese, with egg, english muffin",,286.0,17.44,1.49,0.2,13.38,18.1
"Beef, raw, select, separable lean and fat, chuck for stew",,124.0,0.21,0.0,0.0,21.9,3.99
"Beef, raw, choice, separable lean and fat, chuck for stew",,130.0,0.12,0.0,0.0,21.64,4.81
"Pork, raw, separable lean and fat, whole, shoulder, fresh",,236.0,0.0,0.0,0.0,17.18,17.99
"Cheese product, reduced fat, cheddar, pasteurized process",,240.0,10.6,8.02,0.0,17.6,14.1
"Beef, baked, cooked, loaf, 95% lean meat / 5% fat, ground",,174.0,0.0,0.0,0.0,27.31,6.37
"Beans, without salt, drained, boiled, cooked, green, snap",,35.0,7.88,3.63,3.2,1.89,0.28
"Cookies, made with margarine, prepared from recipe, sugar",,472.0,60.0,24.86,1.2,5.9,23.4
KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,,215.0,16.2,8.2,0.2,16.3,9.5
"USDA Commodity, cooked, frozen, fine/coarse, ground, pork",,265.0,0.0,0.0,0.0,23.55,18.19
"Puddings, prepared with 2% milk, regular, dry mix, banana",,101.0,18.43,0.0,0.0,2.9,1.73
"Turnip greens, with salt, drained, boiled, cooked, frozen",,29.0,4.98,0.75,3.4,3.35,0.42
"CAMPBELL'S, condensed, 98% Fat Free Cream of Chicken Soup",,55.0,7.46,0.5,0.4,1.8,2.02
"Corn, without salt, drained, boiled, cooked, white, sweet",,97.0,21.71,7.73,2.7,3.34,1.41
"Beef, baked, cooked, loaf, 97% lean meat / 3% fat, ground",,154.0,0.0,0.0,0.0,27.58,4.06
"Chicken, roasted, cooked, meat only, light meat, roasting",,153.0,0.0,0.0,0.0,27.13,4.07
"Pork, unheated, separable lean and fat, whole, ham, cured",,246.0,0.06,0.0,0.0,18.49,18.52
"Beef, raw,  external fat, grass-fed, imported, Australian",,509.0,0.39,0.0,0.0,11.32,51.36
"CAMPBELL'S Red and White, condensed, Cream of Shrimp Soup",,81.0,6.45,0.0,0.0,2.42,4.84
"CAMPBELL'S, condensed, chicken with rice, HEALTHY REQUEST",,46.0,7.19,0.79,0.8,1.59,1.19
"Cereals ready-to-eat, ORGANIC PROMISE Autumn Wheat, KASHI",,338.0,79.0,12.4,11.2,12.0,1.4
"KEEBLER, Dark Chocolate, Cheesecake Middles, FUDGE SHOPPE",,506.0,64.7,33.7,4.1,4.4,26.5
"Potatoes, prepared, with butter sauce, frozen, hash brown",,178.0,24.13,0.0,3.8,2.46,8.79
"MISSION FOODS, 8 inch, Soft Taco, MISSION Flour Tortillas",,287.0,49.6,0.0,0.0,8.7,6.0
"Beef, raw, choice, separable lean and fat, shortribs, rib",,388.0,0.0,0.0,0.0,14.4,36.23
"Cookies, sugar free, commercially prepared, peanut butter",,523.0,50.52,0.0,3.4,10.34,31.03
"Soup, reduced sodium, condensed, canned, cream of chicken",,58.0,9.5,0.39,0.4,1.8,1.3
"Cereals, dry, summer berry, REAL MEDLEYS, oatmeal, QUAKER",,353.0,72.58,20.43,8.5,11.31,4.4
"Cereals, dry, apple walnut, REAL MEDLEYS, oatmeal, QUAKER",,390.0,70.53,29.36,7.0,8.18,10.36
"Soup, prepared with water, powder, beef broth or bouillon",,3.0,0.25,0.2,0.0,0.21,0.08
"CAMPBELL'S, condensed, Chicken Noodle Soup, Red and White",,47.0,5.97,0.0,0.0,2.37,1.53
"Nuts, smoke flavor, with salt added, oil roasted, almonds",,607.0,17.86,3.57,10.7,21.43,55.89
"Fast foods, and bacon, cheese, egg, griddle cake sandwich",,272.0,26.19,9.56,0.8,12.03,13.19
"CAMPBELL'S CHUNKY Soups, Old Fashioned Potato Ham Chowder",,78.0,6.94,0.41,1.2,2.45,4.49
"Lettuce, raw, butterhead (includes boston and bibb types)",,13.0,2.23,0.94,1.1,1.35,0.22
"Onions, with salt, drained, boiled, cooked, whole, frozen",,26.0,6.11,2.9,1.4,0.71,0.05
"PILLSBURY GRANDS, refrigerated dough, Buttermilk Biscuits",,293.0,42.41,4.6,1.5,6.16,11.34
"Peppers, with salt, drained, boiled, cooked, green, sweet",,26.0,6.11,3.19,1.2,0.92,0.2
"Onions, raw, spring or scallions (includes tops and bulb)",,32.0,7.34,2.33,2.6,1.83,0.19
"Sour dressing, filled cream-type, cultured, non-butterfat",,178.0,4.68,4.68,0.0,3.25,16.57
"Margarine-like spread, SMART BALANCE Light Buttery Spread",,337.0,1.98,0.0,0.0,0.02,36.41
"CAMPBELL'S Soup on the Go, Chicken with Mini Noodles Soup",,26.0,3.61,0.66,0.7,1.31,0.66
"CAMPBELL'S Red and White, condensed, Bean with Bacon Soup",,125.0,19.53,3.13,6.3,6.25,2.34
"Babyfood, dry fortified, with apples, whole wheat, cereal",,402.0,77.2,22.2,12.2,12.6,4.8
"Protein supplement, powder, Muscle Milk Light, milk based",,396.0,22.0,4.0,2.0,50.0,12.0
"Oil, woks and light frying, canola for salads, industrial",,884.0,0.0,0.0,0.0,0.0,100.0
"WORTHINGTON Meatless Corned Beef Roll, unprepared, frozen",,245.0,9.9,2.1,0.0,18.6,14.5
"Snacks, confectioners coating, almond, soft, granola bars",,455.0,60.13,34.0,4.3,8.6,20.0
"Soup, ready to serve, traditional, beef barley, PROGRESSO",,47.0,6.69,1.27,0.9,2.71,1.0
"PREGO Pasta, ready-to-serve, Zesty Mushroom Italian Sauce",,85.0,13.85,9.23,2.3,1.54,2.69
"Soup, prepared with equal volume milk, canned, green, pea",,94.0,12.69,0.0,1.1,4.97,2.77
"Babyfood, junior, noodles and chicken, vegetables, dinner",,64.0,9.1,0.0,1.1,1.7,2.2
"PREGO Pasta, ready-to-serve, Fresh Mushroom Italian Sauce",,54.0,10.0,8.46,2.3,1.54,1.15
"PREGO Pasta, ready-to-serve, Garlic Supreme Italian Sauce",,85.0,13.08,10.0,2.3,1.54,3.08
"Milk, calcium fortified (fat free or skim), nonfat, fluid",,35.0,4.85,4.85,0.0,3.4,0.18
"CRACKER BARREL, from kid's menu, macaroni n' cheese plate",,192.0,15.58,2.83,0.7,6.46,11.51
"Cowpeas, with salt, boiled, cooked, mature seeds, catjang",,117.0,20.32,0.0,3.6,8.13,0.71
"Seeds, type of kernels unspecified, tahini, sesame butter",,592.0,21.5,0.0,4.7,17.4,53.01
"CAMPBELL'S Red and White, condensed, Broccoli Cheese Soup",,81.0,9.68,2.42,0.0,1.61,3.63
"OSCAR MAYER, Smokies Sausage Little Cheese (pork, turkey)",,315.0,1.7,0.3,0.0,13.5,28.2
"Cookies, soft-type, commercially prepared, chocolate chip",,444.0,65.75,37.1,1.8,3.63,19.77
"Potatoes, without salt, flesh, cooked in skin, microwaved",,100.0,23.28,0.0,1.6,2.1,0.1
"Soup, prepared with water, dry, chicken broth or bouillon",,4.0,0.3,0.29,0.0,0.28,0.23
"Soup, condensed, canned, beef broth bouillon and consomme",,11.0,0.32,0.0,0.0,2.52,0.0
"Beef, baked, cooked, loaf, 93% lean meat / 7% fat, ground",,192.0,0.0,0.0,0.0,27.03,8.43
"Smoked link sausage, nonfat dry milk added, pork and beef",,313.0,1.92,0.0,0.0,13.28,27.61
"Puddings, prepared with 2% milk, instant, dry mix, banana",,105.0,19.74,0.0,0.0,2.76,1.7
"Soup, ready-to-serve, chunky, canned, split with ham, pea",,77.0,11.17,1.91,1.7,4.62,1.66
"Pork, raw, pancreas, variety meats and by-products, fresh",,199.0,0.0,0.0,0.0,18.56,13.24
"Cookies, reduced fat, vanilla sandwich with creme filling",,423.0,78.16,37.5,2.1,4.17,10.42
"Pork, raw, leaf fat, variety meats and by-products, fresh",,857.0,0.0,0.0,0.0,1.76,94.16
"Radishes, without salt, drained, boiled, cooked, oriental",,17.0,3.43,1.83,1.6,0.67,0.24
"Fish, Pacific (Alaska Native), herring eggs on giant kelp",,63.0,2.6,0.0,0.0,11.3,0.8
"Beverages, prepared with water, unsweetened, instant, tea",,1.0,0.17,0.02,0.0,0.06,0.0
"CAMPBELL'S Red and White, condensed, Golden Mushroom Soup",,65.0,8.06,0.81,0.8,1.61,2.82
"Lamb, braised, cooked, ground lamb, imported, New Zealand",,192.0,0.0,0.0,0.0,22.6,11.34
"Beans, without salt, boiled, cooked, mature seeds, french",,129.0,24.02,0.0,9.4,7.05,0.76
"Beans, without salt, boiled, cooked, mature seeds, adzuki",,128.0,24.77,0.0,7.3,7.52,0.1
"Pork, roasted, canned, extra lean and regular, ham, cured",,167.0,0.49,0.0,0.0,20.94,8.43
"CAMPBELL'S Red and White, condensed, Chicken Won Ton Soup",,40.0,6.35,0.79,0.0,2.38,0.79
"CAMPBELL'S Red and White, condensed, Cream of Celery Soup",,73.0,7.26,0.81,2.4,0.81,4.84
"Alcoholic beverage, 34 proof, coffee with cream, liqueur",,327.0,20.9,19.76,0.0,2.8,15.7
"Margarine-like, with salt, 20% fat, vegetable oil spread",,175.0,0.4,0.0,0.0,0.0,19.5
"KASHI Italian Vegetable Medley Pasta, unprepared, frozen",,106.0,16.3,2.9,2.7,4.7,2.6
"Doughnuts, chocolate-coated or frosted, plain, cake-type",,452.0,51.33,26.65,1.9,4.93,25.25
"Oil, for woks and light frying, refined, soy, industrial",,884.0,0.0,0.0,0.0,0.0,100.0
"Fast foods, round pieces or patty, hash browns, potatoes",,272.0,28.88,0.56,2.7,2.58,17.04
"Sweet potato, without salt, flesh, baked in skin, cooked",,90.0,20.71,6.48,3.3,2.01,0.15
"Bread, made with margarine, prepared from recipe, banana",,326.0,54.6,0.0,1.1,4.3,10.5
"KEEBLER, Cheese, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",,476.0,61.3,5.4,2.1,8.0,22.5
"Cookies, special dietary, commercially prepared, oatmeal",,449.0,69.9,31.65,2.9,4.8,18.0
"Soup, ready to serve, less/reduced sodium, chicken broth",,7.0,0.38,0.22,0.0,1.36,0.0
"Soymilk, vitamins A and D, with added calcium, chocolate",,63.0,9.95,7.86,0.4,2.26,1.53
"Sausage,  lower sodium, Italian style, chicken or turkey",,183.0,14.25,0.81,0.0,21.43,4.46
"CAMPBELL'S, condensed, 98% Fat Free Cream of Celery Soup",,56.0,7.26,0.81,1.6,0.81,2.42
"CAMPBELL'S, condensed, 98% Fat Free Broccoli Cheese Soup",,56.0,9.68,2.42,0.8,1.61,1.21
"Asparagus, without salt, drained, boiled, cooked, frozen",,18.0,1.92,0.32,1.6,2.95,0.42
