name,name_mn,calories,carbohydrate,sugars,fiber,protein,fat
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",,142.0,0.0,0.0,0.0,20.93,5.79
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",,271.0,0.0,0.0,0.0,24.85,19.02
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",,281.0,0.0,0.0,0.0,27.95,18.75
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",,300.0,0.0,0.0,0.0,26.46,21.62
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",,170.0,0.22,0.0,0.0,28.36,6.14
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",,189.0,1.07,0.0,0.0,28.19,7.96
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",,155.0,0.0,0.0,0.0,29.85,3.9
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",,160.0,0.0,0.0,0.0,29.9,4.49
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",,183.0,0.0,0.0,0.0,27.31,8.14
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",,231.0,0.0,0.0,0.0,30.45,11.14
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",,216.0,0.0,0.0,0.0,30.68,9.44
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",,294.0,0.0,0.0,0.0,24.52,20.94
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",,219.0,0.0,0.0,0.0,31.35,10.41
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",,187.0,0.0,0.0,0.0,19.2,12.27
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, sirloin half, leg, fresh, imported, Australian",,138.0,0.0,0.0,0.0,20.48,5.64
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",,185.0,0.0,0.0,0.0,19.14,12.02
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",,162.0,0.0,0.0,0.0,29.45,3.97
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",,171.0,0.0,0.0,0.0,29.79,4.83
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, shank half, leg, fresh, imported, Australian",,182.0,0.0,0.0,0.0,27.18,7.27
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib eye",,249.0,0.0,0.0,0.0,27.27,14.74
"Lamb, braised, cooked,   trimmed to 1/8"" fat, separable lean only, arm, shoulder, fresh, imported, Australian",,238.0,0.0,0.0,0.0,34.17,10.23
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only,blade, shoulder , fresh, imported, Australian",,231.0,0.0,0.0,0.0,23.83,14.38
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",,253.0,0.0,0.0,0.0,28.9,15.3
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",,233.0,0.0,0.0,0.0,30.06,12.54
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",,276.0,0.0,0.0,0.0,25.4,18.57
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",,196.0,0.0,0.0,0.0,28.15,9.23
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",,234.0,0.0,0.0,0.0,30.95,12.22
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",,154.0,0.0,0.0,0.0,29.47,3.98
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",,190.0,0.0,0.0,0.0,33.31,6.34
"Beef, raw, separable lean and fat, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",,140.0,0.01,0.0,0.0,21.13,6.16
"Pork, roasted, heated, separable lean only, boneless, meat only, spiral slice, ham with natural juices, cured",,126.0,1.08,1.08,0.0,22.56,3.78
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",,173.0,0.0,0.0,0.0,19.25,10.67
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",,202.0,0.0,0.0,0.0,19.15,13.93
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",,163.0,0.0,0.0,0.0,29.79,4.83
"Lamb, braised, cooked, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",,357.0,0.0,0.0,0.0,28.21,26.27
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",,221.0,0.0,0.0,0.0,32.1,10.24
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",,128.0,0.0,0.0,0.0,23.04,3.98
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",,168.0,0.0,0.0,0.0,29.08,4.84
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",,218.0,0.0,0.0,0.0,28.21,11.68
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",,261.0,0.0,0.0,0.0,29.18,16.05
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",,284.0,0.0,0.0,0.0,27.6,19.3
"Lamb, slow roasted, cooked, separable lean and fat, boneless, rolled, netted shoulder, imported, New Zealand",,287.0,0.05,0.0,0.0,21.45,22.33
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",,143.0,0.0,0.0,0.0,20.65,6.08
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",,171.0,0.0,0.0,0.0,30.58,5.37
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",,195.0,0.82,0.0,0.0,28.33,8.76
"Yogurt, fortified with vitamin D, sweetened with low-calorie sweetener, nonfat milk, vanilla or lemon flavor",,43.0,7.5,7.5,0.0,3.86,0.18
"Lamb, roasted, cooked, separable lean and fat, whole (shank and sirloin), leg, frozen, imported, New Zealand",,246.0,0.0,0.0,0.0,24.81,15.56
"Pork, pan-broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",,169.0,0.0,0.0,0.0,28.95,5.0
"Beef, raw, separable lean and fat, boneless, ribeye steak/roast lip-on, rib, grass-fed, imported, Australian",,217.0,0.11,0.0,0.0,19.8,15.21
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",,207.0,0.0,0.0,0.0,27.97,10.57
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",,225.0,0.0,0.0,0.0,32.21,10.74
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",,211.0,0.0,0.0,0.0,31.86,9.34
"Beef, broiled, cooked, USDA choice, trimmed to 0"" fat, separable lean and fat, porterhouse steak, short loin",,283.0,0.0,0.0,0.0,23.61,20.15
"Beef, broiled, cooked, USDA select, trimmed to 0"" fat, separable lean and fat, porterhouse steak, short loin",,267.0,0.0,0.0,0.0,24.47,17.98
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",,220.0,0.0,0.0,0.0,27.51,12.26
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",,194.0,0.0,0.0,0.0,27.7,9.29
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, frozen, imported, New Zealand",,258.0,0.0,0.0,0.0,26.97,15.83
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak",,221.0,0.0,0.0,0.0,27.4,12.43
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, porterhouse steak, short loin",,276.0,0.0,0.0,0.0,23.96,19.27
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak",,273.0,0.0,0.0,0.0,24.83,19.25
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak",,303.0,0.0,0.0,0.0,22.92,23.52
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",,303.0,0.0,0.0,0.0,23.92,22.98
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",,211.0,0.0,0.0,0.0,26.05,11.07
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",,162.0,0.0,0.0,0.0,30.09,3.77
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",,142.0,0.0,0.0,0.0,21.59,5.53
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",,206.0,0.0,0.0,0.0,28.11,10.37
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",,291.0,0.0,0.0,0.0,27.03,20.28
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",,268.0,0.0,0.0,0.0,28.65,17.1
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",,291.0,0.0,0.0,0.0,25.85,20.04
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",,341.0,0.0,0.0,0.0,22.54,27.14
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",,188.0,0.0,0.0,0.0,26.88,8.13
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",,162.0,0.0,0.0,0.0,26.61,5.32
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye roast",,231.0,0.0,0.0,0.0,27.12,13.64
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin",,177.0,0.0,0.0,0.0,27.51,7.49
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",,162.0,0.0,0.0,0.0,30.09,3.77
"Beef, grilled, cooked, all grades,  trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",,213.0,0.0,0.0,0.0,28.16,10.32
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",,213.0,0.9,0.0,0.0,27.1,11.2
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",,239.0,1.1,0.0,0.0,26.8,14.1
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",,198.0,0.0,0.0,0.0,30.7,8.32
"Pork, broiled, cooked, with added solution, separable lean and fat, boneless, top loin (chops), loin, fresh",,198.0,0.02,0.0,0.0,28.33,9.42
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",,277.0,0.0,0.0,0.0,24.85,19.68
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",,131.0,0.0,0.0,0.0,23.11,4.33
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean only, composite of trimmed retail cuts, domestic",,206.0,0.0,0.0,0.0,28.22,9.52
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",,267.0,0.0,0.0,0.0,16.88,21.59
"Beef, raw, separable lean and fat, boneless, tenderloin steak/roast, loin, grass-fed, imported, Australian",,151.0,0.01,0.0,0.0,20.53,7.63
"Beef, raw, separable lean only, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",,130.0,0.0,0.0,0.0,21.4,4.93
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",,166.0,0.0,0.0,0.0,29.94,4.26
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye roast",,290.0,0.0,0.0,0.0,23.36,21.85
"Beef, raw, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",,133.0,0.0,0.0,0.0,20.52,5.71
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",,139.0,0.0,0.0,0.0,20.67,6.21
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",,218.0,0.0,0.0,0.0,26.41,11.64
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",,208.0,0.0,0.0,0.0,28.31,9.65
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",,145.0,0.39,0.0,0.0,21.19,6.51
"Margarine, stick, soybean and partially hydrogenated soybean, 70% fat, margarine-type vegetable oil spread",,628.0,1.53,0.0,0.0,0.26,70.22
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",,223.0,0.0,0.0,0.0,30.64,11.16
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",,242.0,0.0,0.0,0.0,29.56,13.72
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",,157.0,0.0,0.0,0.0,29.52,3.43
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",,243.0,0.0,0.0,0.0,17.54,18.66
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",,217.0,0.0,0.0,0.0,27.48,11.05
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",,157.0,0.0,0.0,0.0,30.97,3.72
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",,217.0,0.0,0.0,0.0,30.21,9.71
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",,202.0,0.0,0.0,0.0,30.93,7.7
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, fresh, imported, Australian",,236.0,0.0,0.0,0.0,24.78,14.44
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye roast",,307.0,0.0,0.0,0.0,23.53,23.61
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak",,313.0,0.0,0.0,0.0,22.71,24.7
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak",,304.0,0.0,0.0,0.0,23.19,23.47
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",,162.0,0.0,0.0,0.0,29.7,3.85
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",,170.0,0.0,0.0,0.0,30.12,4.62
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",,206.0,0.0,0.0,0.0,28.45,9.35
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",,134.0,0.19,0.0,0.0,21.03,5.41
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast",,204.0,0.0,0.0,0.0,31.03,8.92
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",,248.0,0.0,0.0,0.0,26.29,15.9
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",,285.0,0.0,0.0,0.0,23.89,21.1
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, boneless, bottom, leg, fresh, imported, Australian",,187.0,0.0,0.0,0.0,20.97,11.43
"Lamb, braised, cooked, separable lean only, whole (arm and blade), shoulder, frozen, imported, New Zealand",,285.0,0.0,0.0,0.0,34.06,15.5
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), eye, rib",,265.0,0.0,0.0,0.0,26.58,16.76
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",,247.0,0.0,0.0,0.0,32.76,11.87
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",,199.0,0.0,0.0,0.0,21.29,12.68
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",,158.0,0.0,0.0,0.0,29.94,4.26
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",,149.0,0.0,0.0,0.0,29.52,3.43
"Beverages, added calcium, high vitamin C, greater than 3% fruit juice, reduced sugar, Fruit flavored drink",,29.0,6.67,5.0,0.0,0.0,0.37
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",,163.0,0.0,0.0,0.0,30.08,4.79
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",,188.0,0.0,0.0,0.0,27.26,8.82
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",,174.0,0.0,0.0,0.0,27.38,7.12
"Lamb, slow roasted, cooked, separable lean only, boneless, rolled, netted shoulder, imported, New Zealand",,199.0,0.0,0.0,0.0,25.14,10.91
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",,222.0,0.0,0.0,0.0,30.91,10.91
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",,215.0,0.0,0.0,0.0,32.01,9.66
"Beef, raw, separable lean only, boneless, ribeye steak/roast lip-on, rib, grass-fed, imported, Australian",,160.0,0.0,0.0,0.0,21.47,8.2
"Beverages, prepared with whole milk, with added nutrients, powder, chocolate-flavor beverage mix for milk",,89.0,11.87,11.59,0.4,3.27,3.17
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet",,187.0,0.3,0.0,0.0,21.1,11.3
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib eye",,234.0,0.0,0.0,0.0,27.95,12.71
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, boneless, tenderloin, fresh, imported, Australian",,143.0,0.0,0.0,0.0,23.23,5.52
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",,263.0,0.0,0.0,0.0,26.21,16.75
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",,187.0,0.0,0.0,0.0,27.96,8.34
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",,202.0,0.0,0.0,0.0,28.28,9.83
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",,264.0,0.0,0.0,0.0,16.58,21.45
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",,244.0,0.0,0.0,0.0,17.07,18.96
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",,163.0,0.0,0.0,0.0,22.43,8.17
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",,181.0,0.0,0.0,0.0,32.96,5.44
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",,197.0,0.0,0.0,0.0,33.55,6.94
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",,249.0,0.0,0.0,0.0,27.27,14.74
"Lamb, roasted, cooked, separable lean only, whole (shank and sirloin), leg, frozen, imported, New Zealand",,181.0,0.0,0.0,0.0,27.68,7.01
"Lamb, raw, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",,134.0,0.0,0.0,0.0,20.21,5.28
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",,191.0,0.0,0.0,0.0,19.9,12.4
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",,284.0,0.0,0.0,0.0,24.85,19.78
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",,244.0,0.0,0.0,0.0,18.85,18.73
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",,174.0,0.0,0.0,0.0,28.79,5.71
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",,160.0,0.0,0.0,0.0,29.24,3.91
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",,132.0,0.0,0.0,0.0,23.03,4.4
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",,122.0,0.0,0.0,0.0,23.05,3.35
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",,355.0,0.0,0.0,0.0,23.01,28.51
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",,305.0,0.0,0.0,0.0,25.48,22.58
"Beef, raw, separable lean and fat, boneless, top loin steak/roast, loin, grass-fed, imported, Australian",,199.0,0.11,0.0,0.0,19.9,13.17
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",,209.0,0.0,0.0,0.0,18.47,14.42
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",,205.0,0.0,0.0,0.0,18.97,14.32
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",,189.0,0.0,0.0,0.0,29.3,7.09
"Turkey sausage, cooked (include BUTTERBALL breakfast links turkey sausage), brown and serve, reduced fat",,204.0,10.92,0.0,0.3,17.0,10.3
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast",,255.0,0.0,0.0,0.0,18.13,20.31
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round",,187.0,0.0,0.0,0.0,27.42,7.72
"Pork, broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",,170.0,0.0,0.0,0.0,29.65,5.73
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt steak, plate",,255.0,0.0,0.0,0.0,23.51,17.13
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",,289.0,0.0,0.0,0.0,24.6,20.36
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",,165.0,0.0,0.0,0.0,30.78,4.68
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",,174.0,0.0,0.0,0.0,30.45,5.83
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",,206.0,0.88,0.0,0.0,28.24,9.97
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",,179.0,0.74,0.0,0.0,28.48,6.95
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",,178.0,0.0,0.0,0.0,28.15,7.31
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, whole (shank and sirloin), leg, domestic",,230.0,0.0,0.0,0.0,17.91,17.07
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",,229.0,0.0,0.0,0.0,27.87,13.01
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",,202.0,0.0,0.0,0.0,28.72,9.68
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round",,223.0,0.0,0.0,0.0,33.56,8.86
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",,217.0,0.0,0.0,0.0,27.3,11.97
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",,195.0,0.0,0.0,0.0,29.58,7.63
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin",,212.0,0.0,0.0,0.0,26.07,11.18
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet",,239.0,0.6,0.0,0.0,27.4,14.1
"Rice bowl with chicken, prepared (includes fried, teriyaki, and sweet and sour varieties), frozen entree",,126.0,22.46,4.07,0.7,5.65,1.56
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",,176.0,0.0,0.0,0.0,18.99,10.52
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, bottom, leg, fresh, imported, Australian",,136.0,0.0,0.0,0.0,22.28,5.24
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, sirloin half, leg, domestic",,292.0,0.0,0.0,0.0,24.63,20.67
"Beef, broiled, cooked, USDA select, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck",,159.0,0.0,0.0,0.0,26.08,5.24
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak",,229.0,0.0,0.0,0.0,27.03,13.44
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak",,210.0,0.0,0.0,0.0,27.96,10.91
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, composite of trimmed retail cuts, domestic",,134.0,0.0,0.0,0.0,20.29,5.25
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",,191.0,0.0,0.0,0.0,29.18,8.31
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, sirloin half, leg, domestic",,284.0,0.0,0.0,0.0,24.95,19.67
"Beef, broiled, cooked, USDA select, trimmed to 0"" fat, separable lean and fat, t-bone steak, short loin",,230.0,0.0,0.0,0.0,24.38,14.0
"Beef, broiled, cooked, USDA choice, trimmed to 0"" fat, separable lean and fat, t-bone steak, short loin",,258.0,0.0,0.0,0.0,24.05,17.26
